event_time,user_id,sex,age,event_type,product_id,category_code,price
2023-05-01 15:40:09,438000769,female,25,cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 15:40:16,527864796,female,18,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 15:40:37,527864796,female,18,cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 15:47:55,527864796,female,18,purchase,5909810,Piercings.StretchingTools,4.9
2023-05-01 15:51:58,527864796,female,18,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 15:54:52,545329682,female,24,view,8193,Piercings.Tunnels&Plugs,3.69
2023-05-01 15:56:14,545329682,female,24,view,8193,Piercings.Tunnels&Plugs,3.69
2023-05-01 16:02:40,546697239,female,26,view,5834496,Piercings.EarWeights&Hangers,34.9
2023-05-01 16:03:15,546697239,female,26,cart,5834496,Piercings.EarWeights&Hangers,34.9
2023-05-01 16:13:56,565156776,female,20,cart,5304,Jewellery.Charms,31.79
2023-05-01 16:18:24,565156776,female,20,cart,5304,Jewellery.Charms,31.79
2023-05-01 16:18:55,565156776,female,20,remove_from_cart,5304,Jewellery.Charms,31.79
2023-05-01 16:20:57,546697239,female,26,purchase,5834496,Piercings.EarWeights&Hangers,34.9
2023-05-01 16:21:32,446087302,female,31,cart,5695574,Piercings.EarWeights&Hangers,26.89
2023-05-01 16:37:11,580379198,female,24,view,5906572,Piercings.NipplePiercings,15.99
2023-05-01 17:02:39,546906790,female,31,remove_from_cart,5771942,Piercings.CircularBarbells,54.89
2023-05-01 17:02:39,546906790,female,31,remove_from_cart,5771942,Piercings.CircularBarbells,54.89
2023-05-01 17:12:37,489187878,female,20,cart,5842141,Jewellery.Rings,3.49
2023-05-01 17:14:56,350575884,female,18,cart,5844144,Jewellery.ToeRings,8.89
2023-05-01 17:47:23,454451351,female,26,view,5881776,Jewellery.Necklaces,39.9
2023-05-01 17:47:59,454451351,female,26,cart,5881776,Jewellery.Necklaces,39.9
2023-05-01 18:01:10,371365181,female,23,remove_from_cart,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-01 18:01:10,371365181,female,23,remove_from_cart,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-01 18:12:00,497165247,female,31,cart,5799881,Jewellery.Charms,23.9
2023-05-01 18:12:40,540852494,male,28,view,5877376,Piercings.Helix&Tragus,15.39
2023-05-01 18:15:07,564645148,female,23,remove_from_cart,5799881,Jewellery.Charms,23.9
2023-05-01 18:18:48,454451351,female,26,view,5881776,Jewellery.Necklaces,39.9
2023-05-01 18:19:15,454451351,female,26,remove_from_cart,5881776,Jewellery.Necklaces,39.9
2023-05-01 18:31:18,497165247,female,31,purchase,5799881,Jewellery.Charms,23.9
2023-05-01 18:46:12,529184545,female,31,view,5696328,Piercings.CurvedBarbells,15.39
2023-05-01 18:59:20,573949895,female,32,view,5842141,Jewellery.Rings,3.49
2023-05-01 19:07:26,573949895,female,32,cart,5570244,Jewellery.Charms,20.69
2023-05-01 19:21:07,579233504,female,24,view,5851613,Jewellery.Beads,55.29
2023-05-01 19:27:19,550850595,female,18,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:40:37,410760755,male,23,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:40:43,410760755,male,23,cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:42:37,410760755,male,23,purchase,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:42:54,410760755,male,23,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:51:16,580483926,male,30,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:51:18,580483926,male,30,cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:52:01,580483926,male,30,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 19:52:07,580483926,male,30,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:05:02,580483926,male,30,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:06:34,580482639,female,19,view,5697446,Piercings.NoseJewellery&Septums,30.9
2023-05-01 20:08:04,580482639,female,19,view,5697446,Piercings.NoseJewellery&Septums,30.9
2023-05-01 20:08:09,580483926,male,30,cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:08:16,580483926,male,30,cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:08:27,580483926,male,30,cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:08:29,580483926,male,30,remove_from_cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:08:30,580483926,male,30,remove_from_cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:08:36,580483926,male,30,remove_from_cart,5909810,Piercings.StretchingTools,4.9
2023-05-01 20:51:27,580514974,female,24,cart,5842141,Jewellery.Rings,3.49
2023-05-01 21:01:43,232835769,female,25,cart,5902880,Jewellery.Pendants,55.49
2023-05-01 21:51:50,580534020,female,28,cart,5304,Jewellery.Charms,31.79
2023-05-01 21:52:21,580534020,female,28,view,5304,Jewellery.Charms,31.79
2023-05-01 21:52:56,580534020,female,28,view,5304,Jewellery.Charms,31.79
2023-05-01 22:25:33,468234218,male,25,view,5909810,Piercings.StretchingTools,4.9
2023-05-01 22:31:12,548549835,female,28,cart,5570244,Jewellery.Charms,20.69
2023-05-01 22:42:02,458262102,male,31,view,5304,Jewellery.Charms,31.79
2023-05-01 22:42:19,458262102,male,31,view,5304,Jewellery.Charms,31.79
2023-05-01 22:43:08,458262102,male,31,cart,5849717,Jewellery.Necklaces,5.79
2023-05-01 22:44:48,458262102,male,31,remove_from_cart,5849717,Jewellery.Necklaces,5.79
2023-05-02 02:32:54,579441445,female,31,view,5880232,Jewellery.Anklets,23.69
2023-05-02 02:35:36,579441445,female,31,cart,5880232,Jewellery.Anklets,23.69
2023-05-02 03:22:27,501188085,male,26,view,5900639,Piercings.EarWeights&Hangers,26.69
2023-05-02 03:46:33,479726271,female,26,cart,5902150,Jewellery.ToeRings,43.29
2023-05-02 03:49:49,560859260,female,25,cart,5304,Jewellery.Charms,31.79
2023-05-02 03:59:00,417822142,female,31,view,5842141,Jewellery.Rings,3.49
2023-05-02 04:01:43,417822142,female,31,view,5842141,Jewellery.Rings,3.49
2023-05-02 04:02:07,417822142,female,31,view,5842141,Jewellery.Rings,3.49
2023-05-02 05:01:27,479726271,female,26,remove_from_cart,5902150,Jewellery.ToeRings,43.29
2023-05-02 05:01:27,479726271,female,26,remove_from_cart,5902150,Jewellery.ToeRings,43.29
2023-05-02 05:38:43,580655112,female,25,view,5846105,Jewellery.Bracelets,52.29
2023-05-02 05:43:28,515825339,male,25,view,5808660,Piercings.NoseJewellery&Septums,16.29
2023-05-02 05:43:33,515825339,male,25,cart,5808660,Piercings.NoseJewellery&Septums,16.29
2023-05-02 05:44:09,515825339,male,25,view,5808660,Piercings.NoseJewellery&Septums,16.29
2023-05-02 05:44:38,515825339,male,25,view,5808660,Piercings.NoseJewellery&Septums,16.29
2023-05-02 06:08:21,559755327,female,25,view,5838937,Jewellery.Bracelets,49.9
2023-05-02 06:20:45,559755327,female,25,view,5838937,Jewellery.Bracelets,49.9
2023-05-02 06:25:49,559755327,female,25,view,5838937,Jewellery.Bracelets,49.9
2023-05-02 06:26:07,559755327,female,25,view,5838937,Jewellery.Bracelets,49.9
2023-05-02 06:26:16,559755327,female,25,remove_from_cart,5838937,Jewellery.Bracelets,49.9
2023-05-02 06:26:16,559755327,female,25,remove_from_cart,5838937,Jewellery.Bracelets,49.9
2023-05-02 06:48:31,471197852,female,28,view,5753481,Piercings.Barbells,22.59
2023-05-02 06:52:42,458262102,male,31,view,5814042,Piercings.PiercingRings,53.69
2023-05-02 06:52:59,458262102,male,31,cart,5814042,Piercings.PiercingRings,53.69
2023-05-02 06:55:59,458262102,male,31,view,5814528,Jewellery.EarringsStuds&Shields,24.99
2023-05-02 07:05:47,458262102,male,31,remove_from_cart,5814042,Piercings.PiercingRings,53.69
2023-05-02 07:20:18,566104671,female,20,cart,5857337,Jewellery.Beads,32.29
2023-05-02 07:27:00,580689582,female,24,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 07:28:05,389153895,male,28,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 07:28:08,389153895,male,28,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 07:29:16,389153895,male,28,cart,5909810,Piercings.StretchingTools,4.9
2023-05-02 07:30:55,381764396,female,19,view,4751,Jewellery.Charms,59.79
2023-05-02 07:33:32,580698753,female,25,view,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 07:35:01,381764396,female,19,view,4751,Jewellery.Charms,59.79
2023-05-02 07:42:29,580703613,male,23,view,5695950,Piercings.Tunnels&Plugs,37.49
2023-05-02 08:16:26,580717352,female,32,view,5901806,Piercings.BallsPins&More,44.49
2023-05-02 08:18:34,576901491,male,26,view,5871014,Piercings.Helix&Tragus,40.39
2023-05-02 08:22:42,580703465,female,23,cart,5844388,Piercings.Barbells,10.9
2023-05-02 08:24:06,580717388,female,19,cart,4751,Jewellery.Charms,59.79
2023-05-02 08:30:13,580703465,female,23,remove_from_cart,5844388,Piercings.Barbells,10.9
2023-05-02 08:30:13,580703465,female,23,remove_from_cart,5844388,Piercings.Barbells,10.9
2023-05-02 08:40:51,576901491,male,26,view,5871014,Piercings.Helix&Tragus,40.39
2023-05-02 08:49:30,441233852,female,31,view,5864849,Piercings.NipplePiercings,48.69
2023-05-02 09:01:06,441233852,female,31,view,5864849,Piercings.NipplePiercings,48.69
2023-05-02 09:17:41,580229128,female,25,view,5567992,Jewellery.Beads,57.99
2023-05-02 09:53:13,577551853,female,25,view,5753481,Piercings.Barbells,22.59
2023-05-02 10:20:16,576901491,male,26,view,5871014,Piercings.Helix&Tragus,40.39
2023-05-02 10:31:16,557666482,female,24,view,5823277,Piercings.Helix&Tragus,57.89
2023-05-02 10:46:06,576901491,male,26,cart,5871014,Piercings.Helix&Tragus,40.39
2023-05-02 10:49:59,580785036,female,24,cart,5723465,Jewellery.Pendants,52.99
2023-05-02 11:06:37,580795223,female,31,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 11:41:16,156430889,female,31,cart,5304,Jewellery.Charms,31.79
2023-05-02 11:46:44,528336543,female,26,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 11:48:50,580534020,female,28,view,5304,Jewellery.Charms,31.79
2023-05-02 11:51:49,548833967,female,18,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 11:55:00,493008286,female,18,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 11:58:34,580819399,female,30,cart,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-02 12:08:46,537762201,female,25,view,5823277,Piercings.Helix&Tragus,57.89
2023-05-02 12:10:28,235591416,female,23,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 12:11:29,577551853,female,25,view,5753481,Piercings.Barbells,22.59
2023-05-02 12:15:40,580828690,female,25,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 12:16:51,580828690,female,25,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 12:21:51,391452730,female,26,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 12:37:46,499803575,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 12:39:22,417779075,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 12:40:09,425844189,male,27,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 12:40:32,425844189,male,27,cart,5909810,Piercings.StretchingTools,4.9
2023-05-02 13:33:38,471197852,female,28,cart,5814042,Piercings.PiercingRings,53.69
2023-05-02 13:38:25,471197852,female,28,purchase,5814042,Piercings.PiercingRings,53.69
2023-05-02 13:43:09,411741818,female,24,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 13:43:09,580874769,female,23,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 13:49:56,580877464,female,20,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 14:18:12,568959036,female,32,view,5692588,Jewellery.Pendants,3.59
2023-05-02 14:19:03,568959036,female,32,cart,5692588,Jewellery.Pendants,3.59
2023-05-02 14:21:15,430558978,male,25,cart,5908734,Piercings.Tools&Accessories,2.9
2023-05-02 14:21:21,580712241,female,19,view,5700080,Jewellery.Flatbeads,32.89
2023-05-02 14:22:39,568959036,female,32,view,5692588,Jewellery.Pendants,3.59
2023-05-02 14:45:43,568959036,female,32,view,5886550,Piercings.Labrets,2.9
2023-05-02 14:50:26,460652444,female,19,cart,5908734,Piercings.Tools&Accessories,2.9
2023-05-02 14:55:30,579107096,male,26,cart,5622674,Jewellery.Beads,35.69
2023-05-02 15:01:25,460652444,female,19,cart,5907865,Piercings.Tools&Accessories,40.39
2023-05-02 15:14:04,466073943,female,23,view,5814042,Piercings.PiercingRings,53.69
2023-05-02 15:19:17,580736279,female,24,cart,5881776,Jewellery.Necklaces,39.9
2023-05-02 15:21:19,580736279,female,24,remove_from_cart,5881776,Jewellery.Necklaces,39.9
2023-05-02 15:29:42,430558978,male,25,purchase,5908734,Piercings.Tools&Accessories,2.9
2023-05-02 15:30:19,580932257,female,25,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 15:34:46,306745695,female,20,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 15:37:43,574845421,female,24,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 15:53:16,234451836,female,24,view,5897549,Jewellery.EarringsStuds&Shields,13.59
2023-05-02 15:55:32,234451836,female,24,view,5897540,Jewellery.Necklaces,52.19
2023-05-02 16:09:31,552408840,female,24,view,5776132,Piercings.Spirals,33.49
2023-05-02 16:37:58,438000769,female,25,cart,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-02 16:43:55,439319569,female,25,view,5785446,Piercings.DermalAnchors,14.99
2023-05-02 16:44:19,439319569,female,25,view,5785446,Piercings.DermalAnchors,14.99
2023-05-02 16:44:43,439319569,female,25,view,5785446,Piercings.DermalAnchors,14.99
2023-05-02 16:51:35,571986540,male,19,view,5861616,Piercings.DermalAnchors,13.79
2023-05-02 17:14:18,439319569,female,25,view,5785446,Piercings.DermalAnchors,14.99
2023-05-02 17:21:41,465542746,female,20,view,5649237,Piercings.Labrets,23.59
2023-05-02 17:30:07,552035965,female,24,view,5695950,Piercings.Tunnels&Plugs,37.49
2023-05-02 17:30:23,580991881,female,19,cart,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 17:52:07,477371106,female,29,view,5907862,Piercings.Spirals,10.9
2023-05-02 17:54:12,580991881,female,19,view,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 17:55:16,580991881,female,19,remove_from_cart,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 17:55:17,580991881,female,19,remove_from_cart,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 18:14:57,581015619,female,25,view,5808660,Piercings.NoseJewellery&Septums,16.29
2023-05-02 18:17:30,379133535,female,25,view,5675804,Jewellery.Bracelets,48.89
2023-05-02 18:24:28,465542746,female,20,view,5683631,Piercings.Barbells,59.9
2023-05-02 18:25:41,503470415,female,26,view,5304,Jewellery.Charms,31.79
2023-05-02 18:28:07,474369261,female,25,view,5842141,Jewellery.Rings,3.49
2023-05-02 18:39:44,247652424,female,28,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 18:47:16,266624866,female,28,cart,5753481,Piercings.Barbells,22.59
2023-05-02 18:52:37,571986540,male,19,view,5861616,Piercings.DermalAnchors,13.79
2023-05-02 18:54:33,334964551,male,26,cart,5584854,Piercings.Spirals,34.69
2023-05-02 18:55:28,571986540,male,19,view,5861616,Piercings.DermalAnchors,13.79
2023-05-02 18:57:44,334964551,male,26,view,5584854,Piercings.Spirals,34.69
2023-05-02 18:58:11,334964551,male,26,remove_from_cart,5584854,Piercings.Spirals,34.69
2023-05-02 19:04:09,309314159,male,28,cart,5304,Jewellery.Charms,31.79
2023-05-02 19:07:46,266624866,female,28,remove_from_cart,5753481,Piercings.Barbells,22.59
2023-05-02 19:07:46,266624866,female,28,remove_from_cart,5753481,Piercings.Barbells,22.59
2023-05-02 19:09:01,309314159,male,28,remove_from_cart,5304,Jewellery.Charms,31.79
2023-05-02 19:24:59,472710561,female,25,view,5776132,Piercings.Spirals,33.49
2023-05-02 19:28:18,580189695,female,24,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 19:43:39,309314159,male,28,purchase,5788438,Jewellery.ToeRings,40.39
2023-05-02 19:50:45,581067005,female,19,view,5824189,Jewellery.Charms,44.19
2023-05-02 19:52:06,581067005,female,19,cart,5824189,Jewellery.Charms,44.19
2023-05-02 19:52:25,581067005,female,19,cart,5824189,Jewellery.Charms,44.19
2023-05-02 19:52:30,581067005,female,19,cart,5824189,Jewellery.Charms,44.19
2023-05-02 19:52:33,581067005,female,19,remove_from_cart,5824189,Jewellery.Charms,44.19
2023-05-02 19:52:34,581067005,female,19,remove_from_cart,5824189,Jewellery.Charms,44.19
2023-05-02 20:00:20,581067005,female,19,view,5824189,Jewellery.Charms,44.19
2023-05-02 20:20:14,543278378,female,31,cart,5567992,Jewellery.Beads,57.99
2023-05-02 20:20:52,564825654,female,26,purchase,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-02 20:23:36,543278378,female,31,cart,5567992,Jewellery.Beads,57.99
2023-05-02 20:38:35,460652444,female,19,remove_from_cart,5907865,Piercings.Tools&Accessories,40.39
2023-05-02 20:38:36,460652444,female,19,remove_from_cart,5907865,Piercings.Tools&Accessories,40.39
2023-05-02 20:40:14,574878736,female,22,cart,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-02 20:40:16,574878736,female,22,view,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-02 20:43:47,460652444,female,19,remove_from_cart,5908734,Piercings.Tools&Accessories,2.9
2023-05-02 20:43:47,460652444,female,19,remove_from_cart,5908734,Piercings.Tools&Accessories,2.9
2023-05-02 21:04:39,460652444,female,19,cart,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 21:06:23,527578617,female,28,view,5650463,Piercings.PiercingRings,38.69
2023-05-02 21:09:57,495580932,female,24,cart,5838937,Jewellery.Bracelets,49.9
2023-05-02 21:13:13,460652444,female,19,cart,5862310,Jewellery.Rings,28.9
2023-05-02 21:13:20,460652444,female,19,cart,5862310,Jewellery.Rings,28.9
2023-05-02 21:21:01,460652444,female,19,cart,5902732,Piercings.FakePiercings,40.49
2023-05-02 21:32:29,460652444,female,19,remove_from_cart,5902732,Piercings.FakePiercings,40.49
2023-05-02 21:32:29,460652444,female,19,remove_from_cart,5902732,Piercings.FakePiercings,40.49
2023-05-02 21:34:27,495580932,female,24,cart,5824821,Jewellery.Flatbeads,36.49
2023-05-02 21:36:47,460652444,female,19,remove_from_cart,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 21:36:47,460652444,female,19,remove_from_cart,5809303,Piercings.Tools&Accessories,1.99
2023-05-02 21:39:58,460652444,female,19,remove_from_cart,5862310,Jewellery.Rings,28.9
2023-05-02 21:41:03,460652444,female,19,view,5862310,Jewellery.Rings,28.9
2023-05-02 21:41:45,460652444,female,19,purchase,5862310,Jewellery.Rings,28.9
2023-05-02 21:48:42,495580932,female,24,purchase,5824821,Jewellery.Flatbeads,36.49
2023-05-02 21:48:42,495580932,female,24,purchase,5838937,Jewellery.Bracelets,49.9
2023-05-02 22:03:03,491693398,female,28,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 22:07:10,520115348,female,20,view,5892329,Piercings.FakePiercings,43.49
2023-05-02 22:37:41,572284713,female,31,view,5587746,Piercings.Labrets,57.49
2023-05-02 22:39:36,572284713,female,31,cart,5587746,Piercings.Labrets,57.49
2023-05-02 22:49:28,572284713,female,31,view,4751,Jewellery.Charms,59.79
2023-05-02 23:15:20,535016703,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-02 23:15:57,535016703,female,19,cart,5909810,Piercings.StretchingTools,4.9
2023-05-03 01:27:30,565998395,male,31,cart,5881776,Jewellery.Necklaces,39.9
2023-05-03 01:32:58,565998395,male,31,cart,5668429,Jewellery.Flatbeads,48.19
2023-05-03 01:48:34,496455412,female,20,view,5776132,Piercings.Spirals,33.49
2023-05-03 02:01:57,581169196,male,27,view,5857787,Piercings.PiercingRings,50.49
2023-05-03 02:16:29,572515758,male,19,view,5814042,Piercings.PiercingRings,53.69
2023-05-03 03:07:35,581170783,female,22,view,5770046,Piercings.Tools&Accessories,50.39
2023-05-03 03:17:01,501188085,male,26,view,5900639,Piercings.EarWeights&Hangers,26.69
2023-05-03 04:28:35,581206721,female,26,cart,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-03 04:33:37,581206721,female,26,purchase,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-03 04:50:37,534921082,female,26,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 05:46:01,533342598,female,25,remove_from_cart,5820775,Jewellery.Flatbeads,14.99
2023-05-03 06:19:52,581253246,female,20,view,5809101,Jewellery.Beads,17.69
2023-05-03 06:30:32,581257629,female,28,view,5897649,Jewellery.Charms,20.29
2023-05-03 06:42:55,427495437,female,20,remove_from_cart,5838937,Jewellery.Bracelets,49.9
2023-05-03 06:42:58,427495437,female,20,remove_from_cart,5900643,Jewellery.Flatbeads,54.49
2023-05-03 06:51:54,580932257,female,25,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 07:09:03,235591416,female,23,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 07:12:17,581275153,female,20,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 07:23:40,531628076,female,19,cart,5902150,Jewellery.ToeRings,43.29
2023-05-03 07:27:34,258836295,female,18,view,5903966,Jewellery.Flatbeads,56.89
2023-05-03 07:34:20,531628076,female,19,view,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-03 07:35:31,531628076,female,19,cart,5597836,Jewellery.EarringsStuds&Shields,27.99
2023-05-03 07:36:40,486460935,male,20,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 07:37:03,486460935,male,20,cart,5909810,Piercings.StretchingTools,4.9
2023-05-03 07:46:18,415135823,female,26,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 08:24:42,558452361,female,25,view,5650463,Piercings.PiercingRings,38.69
2023-05-03 08:25:40,558452361,female,25,cart,5650463,Piercings.PiercingRings,38.69
2023-05-03 08:28:52,477499958,female,31,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 08:32:08,531628076,female,19,cart,5902150,Jewellery.ToeRings,43.29
2023-05-03 08:32:09,531628076,female,19,cart,5902150,Jewellery.ToeRings,43.29
2023-05-03 08:37:26,581305800,female,20,view,5834496,Piercings.EarWeights&Hangers,34.9
2023-05-03 08:38:14,558452361,female,25,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 08:38:52,581234528,female,31,cart,5755617,Piercings.FakePiercings,26.49
2023-05-03 08:39:57,558452361,female,25,cart,5304,Jewellery.Charms,31.79
2023-05-03 08:46:28,578398728,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 08:47:22,578398728,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 08:49:17,578398728,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 09:04:19,578736465,female,26,view,5651975,Piercings.PiercingRings,17.19
2023-05-03 09:04:37,578398728,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 09:04:42,578398728,female,19,cart,5909810,Piercings.StretchingTools,4.9
2023-05-03 09:05:56,578398728,female,19,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 09:15:30,581326848,female,28,view,5909810,Piercings.StretchingTools,4.9
2023-05-03 09:25:20,581328010,female,26,view,5304,Jewellery.Charms,31.79
